,tweet,target
1232,assuming bjp wo win and modi wo be next pm whom would you like to see as your next prime minister rahulgandhi mayawati akhileshyadav mamtabanerjee rahulgandhi mayawati yadavakhilesh mamataofficial,0
1233,time this is deliberate attempt by time to malign great indianpm narendramodi the article written by taseer son of known modi hater couple amp husband pakistani salmaan it has another article the reformer written by ianbremmer but written in small why time,0
1234,republic manishsisodia amp arvindkejriwal kya ek hi seat itni pyari aisa kya hence proves all what is said is ur brainchild amp shows ur involvement blaming narendramodi ji bjp amp gautamgambhir for small petty things ecisveep should cancel her from contesting in elections,0
1235,narendramodi jitegamodijitegabharat bjp is the only party where any person can be reach at the top by his actions narendramodi is the examole of that other party are like pvt ltd companies modihiaayega,1
1236,narendramodi respected sir chance to win in punjab is difficult for akalidal in that case i am going to push a button nota as a youngster my opinion is to make separate bjp party in punjab and do give samarthan to akalidal if you want anjanaomkashyap,0
1237,mirrornow tanvishukla praveenskapoor this is respect for woman from bjp4india they dosent want to condemn the act that means they support indirectly shame bjp narendramodi india timemagazine elections2019,0
1238,why sam pitroda talking huatohua or modi angered all sikhs through talk of rajiv gandhi misusing them because in all 5 himachal pradesh haryana delhi chandigarh punjab to crash out for loksabhaelections2019 mayawati jitegamodijitegabharat,0
1239,drkumarvishwas ji in this crucial loksabhaelections2019 which side do u stand modi or pls answer,0
1240,captoldmonk mamtajaggi bhavikakapoor5 sherryontopp suhasinih sir fyi narendramodi named as dividerinchief by times magazine of usa in their latest any more proof of bjp policies of divisiveness that worry me as a sikh muslims are not only being lynched but hv bn side lined as bjp did not give them even a single ticket,0
1241,ashutosh83b was biased on ndtv by only slamming bjp amp not on political discourse issue good gave it back to him onus only can not be on pm modi how is it ok to call a sitting pm chor nidhi prakashraaj loksabhaelections2019 jitegamodijitegabharat,0
1242,consecutive fall in sensex for the last 8 days is if any indication modi govt is on its way out loksabhaelections2019 indiaelects,0
1243,prediction of result in delhi bjp 5 to 7 congress 0 to 2 aap 0 to 1 aap has no chance this time arvindkejriwal narendramodi rahulgandhi,0
1244,narendramodi sir you are fitness guru your hardwork during ongoing election days and last 5 years will surely give positive results i am proud to have a prime minister like you modihiaayega bjp,1
1245,narendramodi bjp4india agreed modiji has done a lot but most bjp mps have not done enough to spread the facts to the masses they just want to win elections on his back,0
1246,narendramodi jitegamodijitegabharat for bringing unprecedented improvement in the lives of poor women from healthcare benefits to expecting mothers to education of girl child to women security amp to economic empowerment modi govt policies have empowered all via namo app,1
1247,aajtak jab seat aayegi tabhi toh samarthan dega last mayawati also said same thing and she got zero seat people are supreme arvindkejriwal narendramodi bjp aayegatohmodihi aayegatomodihi modimeinhaidum,0
1248,time times you got it wrong modi united every indian who voted for him he also united every vote against him every opposition party modioncemore loksabhaelections2019 jitegamodijitegabharat,1
1249,koenamitra anuragdar important support bjp not modi loksabhaelections2019,0
1250,the moment congress amp lutyens find huatohua unmanageable times magazine amp bbc is roped in with a new narrative swamy39 narendramodi amitshah bjp4india rksinhabjp bhaiyyajispeaks piyushgoyal arunjaitley sambitswaraj bjp bjp4india,1
1251,narendramodi bjp gave dwarkaexpressway incomplete kherkidaulatoll badroads why are we so loud mlkhattar even speaking lies narendramodi first get the facts right please please do mislead,0
1252,incindia has always regretted the 1984 singh apologized in parliament did pm narendramodi apologize for the 2002 gujaratriots the bjp never got ashamed for the riots that killed 3000 innocent muslims,0
1253,the way at high level timemagazine modi as messiah of reforms for 5yrs even if 10 they would branded donald trump i am sure trump would called them to white house daily 4coffee but truth out finally for modi india divider in chief loksabhaelections2019,1
1254,sam pitroda has what significance in loksabhaelections2019 congress has distanced itself modi defended sadhvi pragya who cursed martyr karkare and boasted of demolishing babrimasjid a terror accused given ticket to contest defended by pm modihataodeshbachao,0
1255,pmmodi never takes any open press interactions arnabgoswami never steps out to do a story coincidence abkibaarkiskisarkar abhoganyay aayegatohmodihi congress bjp loksabhaelections2019,0
1256,oneillyatescbc ianbremmer time well written desp many things wrong wid d present dispensation pm modi remains d best hope i sincerely hope not only does he take some corrective measures on inclusion but also delivers on reforms a coalition govt is a nightmare loksabhaelections2019,1
1257,this meaning was inscribed in sarnath itself modi to be defeated in varanasi you all should read it properly why now india divider in chief tag yesdemocracy loksabhaelections2019 yadavashalini jitegamodijitegabharat sam pitroda timemagazine,0
1258,timesnow narendramodi bjp z losing,0
1259,vote amp poll for a larger sample who will be the next pm of india narendramodi rahulgandhi mayawati mamataofficial modi rahulgandhi modihataodeshbachao rahulnyaydilayega congress bjp abkibaarmodisarkar mayawati mamatabanerjee abkibaarkiskisarkar,1
1260,gulpanag narendramodi pmoindia jetairways not a fan of congress but the way 40k employees of satyam computers were saved in 2009 when fraud happened was highly appreciable quite surprised bjp is not doing anything to save 16k employees of jetairways,0
1261,indiatoday arvindkejriwal look like man has problems with home minister modi as pm okay loksabhaelections2019,0
1262,bdutt atishiaap this somehow shows your denial or hesitation of bjp win in delhi but arvindkejriwal drama group time is over and of course congress is long gone the country has realized what is true and honest nobody likes strictness but india needs a strict pm like narendramodi,0
1263,as an incumbent pm strangely pm modi has run negative campaign in loksabhaelections2019 ie going down the hill in all aspects of ethics morals decency substance and solutions in the electioneering to the challenges of people of india are facing and having aspirations,0
1264,forget about election speeches can bjp figure out the gdp of the last three 3 then people will decide who right at power bjp4india narendramodi jhasanjay incindia,0
1265,arungiri in maharashtra loksabhaelections2019 dalit seems to be divided into three factions urbanised dalit tilted towards prakash ambedkar led bhahujan vanchit aghadi while hardcore ramdas athwale followers towards modi amp poverty ridden dalit towards incmaharashtra ncpspeaks,0
1266,my vote is for modi not for ratan lal kataria narendramodi bjp haryana elections2019,0
1267,rajiv gandhi did this that etc etc so what what you have done in the last 5 years amp what your are going to do in next 5 years this is all about election campaign narendramodi we are not sitting in history class please rajivgandhi rahulgandhi,0
1268,narendramodi sir please stop blaming congress and other political parties you ruled the country for 5 years most of the states are ruled by bjp now for once talk about the achievements development works of your government if any loksabhaelections2019,0
